,0
6889,不知怎么了，买回的识别别人的盘，不识别我的盘。但应该不是我的盘问题，我的盘又在别人上都识别。刚买回来了不天，客服就建议我去维修。写那么多，是希望家以后在网上买西还是心点
6890,买了不多久，别卡。卡了好多次。摄像头在键盘里面，安全但是不方便，教学没办法看，还得安置摄像头。
6891,真的无语死，点评也只是纯粹吐槽客服，分钱分货中规中矩的，还可以巨冒火，掐死人的心都有了这么信任这个品牌，第次买就没有好印象了巨无语
6892,不怎么样差差般吧还耗太了，池续航差用时左右就了。体验感太差了！
6893,不满意，明显打开摸过，上面还有划痕，客服让我申请售后我也懒得申请了，第次在上买件，没给的都是手的
6894,开时开始蓝，自带的管家各种报错，然后就罢工让你不停提示错误消息，我呢给卸载，然后它竟然和系统绑定，干的真漂亮，然后各种件冲突。牛。服气。我说真服，拿时，哎。片暂时没有，没来得及拍，后续慢慢发布最进展。
6895,这个预装的操作太麻烦了。并且装不上，和商品介绍出去很，打话客服，等了很久，还说让我排队等待。差评，差评，差评！
6896,还可以
6897,般般还好
6898,支持下吧！因你的专业！
6899,般，还可以
6900,的价格保护很有缺陷
6901,用几天再来评价，这几天在试试
6902,说真的这平板还可以
6903,配件没有
6904,还不错，就是买贵了
6905,还吧英寸的看着了点
6906,玩游戏闪退
6907,买的无法使用
6908,买，送包，不爽！
6909,先给个中评，再用用看再来评价
6910,也就这样，分钱分货。
6911,有点慢简单方
6912,感觉还好用段时间再来评价
6913,银简约时尚挺的
6914,半半把
6915,耗，般
6916,还吧，感觉般般
6917,有时会卡
6918,不错，但服务着实不咋地，呵呵。。。。
6919,还，还
6920,般般吧
6921,很不错这就不咋的了
6922,这个缝挺，可是我中奖了吧，不过也懒得麻烦了，也没什么问题，客服还是挺不错的
6923,般，整体感觉还不错
6924,替亲戚买的，还不知道，过段时间再来评价
6925,价比高，不过续航需要提升
6926,好看，使用卡顿，正在等待售后。
6927,刚手，做工还好，般般！
6928,先给中评，使用段时间以后追评。
6929,挺好就是没有鼠标总体还是不错的指纹解锁很棒
6930,摄像头斜向上角照的人跟翻白眼样，
6931,价比可以，就是池使用就个时，不正常吧
6932,上网需自买转接线般般
6933,降价超不保值，
6934,源适配发烫的厉害
6935,心累，客服态不，子还吧，毕竟价钱摆在哪里呢
6936,经常经常卡开非常赠送的常卡
6937,没有鼠标。
6938,收了，用了下还可以，买的时候说是有包的盒客服系了几天也不回复
6939,白刚开始用，具体怎么样也不太清楚
6940,还不错总体来说，就是配件几乎没有
6941,可以，般，总体还可以
6942,怎么说呢挺不错的就是发烫然后耗有点了
6943,暴力了十分介意
6944,还吧，我以有鼠标的，用习惯了
6945,还可以，并不是很好，充的时候别烫
6946,不，用着卡还吧可以
6947,用酒精擦了下显示周围掉还好
6948,般吧
6949,宣称，因固件占用等原因实际只有，少了接近，后续感受还会加追评。
6950,第次购买目前没问题商品很好看用着也还
6951,般
6952,第次买，还不太会用，感觉不错
6953,挺通的。
6954,般
6955,周前买的，也写的活动，，还没有赠品
6956,不错，充爱烫
6957,很没呢
6958,般用用
6959,用着还
6960,还吧
6961,开慢很舒服差好
6962,还吧，现在还没摸，都是我哥在用，安全系数挺高。
6963,总体还满意，可是正常使用天出现如情况不很解
6964,慢不错喜欢般
6965,不清晰慢可以挺好看的
6966,颜值很高，物流别棒，早上下单下午点前就给我送了，但是客服很垃圾！
6967,颜值高
6968,看部影都差不多用。时是什么意思？
6969,般
6970,般般般般可以
6971,般可以般好好
6972,好好不是太好不太好好
6973,般不错也刚好内存不够用
6974,这音我也是服了，这是哪里偷来装上的吧！还。
6975,这价格，价比还不错吧，就是刚买天看见明天又便宜有点难受，开始玩套路了，以后尽量去隔壁买吧
6976,还，蛮好看的超级不是别好感觉
6977,不怎么好很好可以漂亮还好
6978,挺还挺就是没有鼠标和包
6979,很好看，，就是在输途中有损坏，也被碰了
6980,般般，满意满意满意满意满意
6981,挺的，的也都还满意，但是不好，没用会就很。
6982,可域不算高还可不可
6983,畅简约，美便，好用
6984,挺的很棒很差好看很好
6985,有点慢吧还可以挺好的
6986,还吧，待可以，玩不了型游戏不
6987,的用着的鼠标，家可以考虑下，不要选鼠标，可等你加鼠标都要半个月吧
6988,我什么喜欢在买西，因今天买明天就可以送。因信任的质量所以来购物，购物这么久，也买很好的产品。第次购买，客服没有任何作用，售后这时期等于零，不如实体店方便，不是这时候别网上购物
6989,还般般还般没有
6990,挺好不好，声音好看有点重
6991,还可以可以耗超级，挺的
6992,才收货，了下，还可以吧等过几天使用之后再看吧
6993,激活不了
6994,不错，就是没有包，下次别和这家买了。别家都有包。
6995,可以挺的还不错还有点差
6996,般般般般般没有
6997,般可以可以可以般般略卡
6998,好看是好看，但是经常卡死，是怎么回事，非常影响使用
6999,不错，但看看影就发厉害，不好，有时也卡
7000,风扇呼呼的。。。。
7001,刚充十几分钟就发了，件什么的还没开始下，弄好了再追评，网线也用不了
7002,用起来整体不错，不玩游戏的话不会卡，也可以，般吧。
7003,颜值可以，做工的话几个接口那里就可以看出来很廉价的感觉，最严重的点漏光严重，咯下好像都是这个样子。介意的话就不要入手咯，反正还是可以的
7004,还吧，物流挺的，就是只送镇就转邮政了，害我多等了天，就是不知道打游戏得不得，等我实验后再来评论
7005,挺好蛮的说有敏感词汇，发不上来，看
7006,实不太好蛮好看用了没多久都有杂音了
7007,刚开始还挺的，可是才下载了几个件就变得好卡，真的卡很好看
7008,日常办公够了只说般般还是很年的，商务人员请忽略此。
7009,挺好的般买的，居然会卡好看般
7010,还好下了几个件之后就有点卡了这个不错不是很好
7011,还可以还可以有些慢，打开和打开太慢
7012,还可以，感觉有问题不太好，是高清雾面，不错。接口没有很明显区别，总体感觉般，办公基刚刚够用。
7013,还，必须赞个，在殊时期还保持天送达，真不错
7014,整体上还是不错的，就是底盘不平，都可以塞进张卡了
7015,不太好用，很慢，闲暇打个王者和霸王样，不过很好
7016,好像嗑了还是怎么了有点瑕疵，因急着用就不退了可以不错可以
7017,都挺满意的，就是网不爽，很卡，之前的用这个网都很流畅的
7018,没有那么好般差点不好看耶挺的客服超级好，
7019,还还般般可挺的指纹解锁
7020,用了有个星期了吧，感觉般不是别的，有卡顿很好看
7021,各方面都挺好，客服也很耐心。就是很容易断网和卡顿，看个剧断好几次网。也很慢。不过这个价格也不错了
7022,般般还好看够分辨率有点差
7023,还还好，就是池量自己不如意，毕竟是自己第，先用吧
7024,还，适合办公用，也还好看；就是服务送的鼠标没收，问客服说是自营，浪费了十多块钱。
7025,还可以，重量有点吹。不懂设置帐号和安全问题，英文太多。默认是博士使用，害苦我老汉了
7026,挺好的。般般。品控不够严格，就有瑕疵，磕碰。
7027,有时候会卡还好挺的就是会突然出现类似于敲门声的声音，直响直响也不知道怎么回事
7028,差般美般还可以没有
7029,还可以，也比较，表格也较。但是转系统有些卡顿
7030,还可以好简洁激活不了！！！！！！！！！！！！！！搞了半天
7031,苦涩，没办法激活还，刚开始用了两时，有时候会有卡顿
7032,般还不错好看刚好是喜欢的
7033,还吧般域不高不太清晰挺容易发的就还好偶也会卡
7034,偶卡下个风扇，慢不错还可以还可以
7035,不个月就有卡了人亲自实验还可以听的分钱份价格当初买贪便宜了
7036,慢还可以还可以般般我把网断了之后就连不上了分钱分货吧
7037,还可以可以可以不好，当天买回来就开了个，下了个结烫的要死
7038,挺的还还还可以的目前还没出现卡或者死的现象
7039,别的都挺好，使用起来也很畅，西挺好的，就是有点不舒服，刚刚货没两天就立刻降价了，心不舒服，就给星吧。
7040,还可以般满意满意般买的跟手似的，用咋那么？
7041,还算，还可以。清晰，但偶有件不太风扇有时转的很，挺的
7042,表格经常打不开还有不保存的情况我里只有办公件毫无任何娱乐的，但还是不有点失望。然后指纹解锁周多就不用了，现在都是靠输入码开的了
7043,般般般巧便，简洁漂亮很无，先给个中评
7044,般般吧还吧超差会就的，才刚买的般般没有
7045,很符合简约美巧方便结实系可入确实方便等得起的最好系列上市再买，更强的更好的及续航，目前看价格也不会太高
7046,很，跟描述差不多很漂亮，金属质感摸起来别舒不算别，不过比较符合这个价格了
7047,基用的公模做的，可以说盖住你分辨不出是哪个牌子的，键盘灯真的暗，经常在光线暗环境使用的注意了
7048,不，比较般，声音我是真的怕，白，别人推荐购买的。客服还可以，有钱实可以买更好的
7049,不好很容易发烫还吧也还好吧好看就是没有送什么礼品之类的西
7050,显示有点泛黄，看视频感觉不好不错漂亮很
7051,专门使用了段时间来评价的整体设计还是可以的美池也耐用就是发现个缺点点都不好玩个英雄盟烫手现在都不敢拿来玩游戏
7052,怎么说呢，开始还挺喜欢的，结用了不久就出了点问题，但是商家客服态挺好的，也很有耐心的解决了问题，希望以后我的好好的吧
7053,差，辣眼睛，看会儿眼镜就疼，方真是最败风扇中规中矩漂亮
7054,目前还可以，激活的时候有点问题，激活过有点懵，不过还是成功激活了，客服态也还可以。好像就是网没有很好
7055,卡了，今天，刚开始还挺好但好像很容易。。。般不错好看但没有光驱
7056,开始开秒，挺的蓝边有点好看不过才用了半个多月就卡了，卡就卡很久的，只说便宜没好货，随便用用。
7057,好不太好，用了会，风扇的声音很颜值挺高的正常吧
7058,不是很好，般般，只是简单的上课就挺的挺的可以好看挺的
7059,还可以挺好不太好简洁美很有的时候会卡，但开关很
7060,还是好看的开只不过第开始出了些毛病。去售后服务中心检测了，换了个的，目前没有什么毛病，我个女生，凑合用够了。
7061,/买的，今天出点毛病，下面的任务栏点不点没反应，强制关重启后没事了，再用几天试试吧还可以可以
7062,还吧好看不错比较不是很清晰，有点缩放的感觉还可以
7063,使用还是可以的，正常话就是慢还可以，没用过别的品牌，没法比较不怎么好唯值得好评的地方
7064,颜值确实不错巧较清适合女孩子但是用段时间发现有时候会无反应按什么都没反应这就很烦躁啊买来接近个月吧就这样好生气
7065,不算有点慢还可以挺好好看有点重可以指纹解锁
7066,可以般我觉得挺烫的不知道啥在芒上看视看着看着突然就绿了，不动了好苦恼
7067,我感觉好慢好慢好卡好卡还，但是有点重好看，壳的非常好看差
7068,很还可以充着，只用个钉钉，很很指纹很好用
7069,很烫，好怕左手低温烫伤，风扇挺呼呼吹的长的还，重量也可以。买贵了好不爽，竟然差了百块，要不是用上了，我肯定退了
7070,不可以般池达不宣传的时间，最多用个多时
7071,才个多月就经常卡顿还，通画质不烫颜值高挺的
7072,整体还不错，就是激活正版办公件太麻烦了，整了半天还是不，手拨打话激活无用，晕！
7073,正好碰上搞活动，真的很划算，这个是个很不错的选择，下次还是会继续回购的，就是有点闪亮的，可显示出了毛病，第天
7074,般没用多久就出现了卡，用来上课的不错可以很音响差哥态好好，点赞
7075,很好很很好看但是居然什么都没送就个和充，什么都没送
7076,目前没什么问题挺好的还可以不错刚刚好只有和充连鼠标都没有
7077,还可以都还好，就是激活当天晚上看视频就绿了。尤是芒。爱奇艺会有卡顿不太好可以可以隐藏相不错
7078,还，温正常，开很。有个瑕疵，源键是斜着的，虽然不影响使用但感觉不好！
7079,蛮好的，颜值很高，很，也不错，开也是非常，池续航也不错，唯点就是有点卡顿
7080,很秒左右高清还简约美很清很池耐用包装过于简单，太相信自己带的盒子了，面就用个的袋子包着。收的货盒子角上有破损，收的货有问题，有亮点。但是售后很响应，说是可以换或者退货，现在等待换中，希望对家有所帮助。
7081,用起来经常卡死，在网上查了很多方法设置后情况有所改善了，般，，颜值高，池耐用！
7082,很清晰挺的，就是不长时间办公，连续用了两个时，很烫。还觉得有点卡挺的，觉得稍有点重。
7083,还算流畅清晰风扇声音太了，根忍不了很厚很合适最不满意的就是这个风扇，很影响使用
7084,厚感觉还可以哟。很好看，很好。只可惜就是个裸，连鼠标、耳什么的都没有，就个充，唉，关于方面后期再看吧！
7085,优点感觉不贵，用着也还流畅（不玩游戏，办公及看看视频）缺点风扇呲呲呲声音个人感觉挺，比我年买的还；分贝不但声音尖，挺难忽略的总的来说不介意噪音的可以考虑
7086,优点感觉不贵，用着也还流畅（不玩游戏，办公及看看视频）缺点风扇呲呲呲声音个人感觉挺，比我年买的还；分贝不但声音尖，挺难忽略的总的来说不介意噪音的可以考虑
7087,优点感觉不贵，用着也还流畅（不玩游戏，办公及看看视频）缺点风扇呲呲呲声音个人感觉挺，比我年买的还；分贝不但声音尖，挺难忽略的总的来说不介意噪音的可以考虑
7088,优点感觉不贵，用着也还流畅（不玩游戏，办公及看看视频）缺点风扇呲呲呲声音个人感觉挺，比我年买的还；分贝不但声音尖，挺难忽略的总的来说不介意噪音的可以考虑
7089,优点感觉不贵，用着也还流畅（不玩游戏，办公及看看视频）缺点风扇呲呲呲声音个人感觉挺，比我年买的还；分贝不但声音尖，挺难忽略的总的来说不介意噪音的可以考虑
7090,有点卡还般很棒超好看很巧不错。。。卡在这个界面不会动，重启才，而且我上午才拿的再用用看看吧
7091,不，网银转账都死、更不敢玩游戏了还还，会有噪音很漂亮方便办公开秒，就是不
7092,虽然我们经常说要支持国产，但说实话国产在很多方面都还需要改进，件是核心可需要很多年才赶超，那么实可以做的更好！家发现没有苹可以单手打开，但是非要两只手才，别看苹这个设计人家确实用心了！不得不认可人家还是最求美的。坚信国产会越来越好
7093,还可以吧。也还。般。颜还可以。。昨天拿手的，今天下载了，安装的时候有变白。没问题。
7094,般，就目前来看就是麻麻地还不错好简洁好看挺重的，不厚不嘛，刚用不知道
7095,不，也没有什么声音很奈斯目前来看还可以，激活也没有那么费劲就是才用几天就出现捷键不好用问题，乱跳，总体价比还可以，分钱分货吧，
7096,般不错差，很烫不错般待时长概时现在刚买不就，也就看出这些，以后不好说
7097,不怎么可以啊，很容易发的啊还是很的，很合手比较可，挺好看的这个耗很啊，下子就没有点了，还是，那以后不得要时刻保持充了吗
7098,很好很方便挺清楚还可以很巧，干净就没没有赠鼠标还算是很吧就是个没有赠鼠标包需要自己买
7099,还可以非常好看啊！已经够了不太好，容易发看视频里面的人糊糊的很多功很方便，充方便，有点点划痕！
7100,还不，界面字体看上去没有桌面的清晰般比较青春适中建议要把用很久的再提高点预算，如只是做个办公，将就用，分钱分货，要什么自车
7101,比较，满足出差需求比较漂亮，别是边框做得较好般，键盘方向键操作别容易卡顿，文件不畅
7102,做活动的时候买的，比平常便宜几百块钱，看断入手了，发货别，当天下单，隔天就手了，根据提示步步激活，超级，手感挺好，用着感觉还不错，没有配鼠标，自己买了个无线的，插上去用不了，不知道是原因还是鼠标原因
7103,般，真般还过得去的，看视频的高清吧是挺好看的拿的第天感觉还是挺好的，但用了几天后就有点卡顿了，我没下什么西，都是些基础件。而且触摸也不稳，可以按下去
7104,以就那样吧，肯定不如手还吧可以暖手也挺好以以激活真的是太砸了，可是因我笨呵呵
7105,这款活动很多，很实！近期家里办公用！件有些的，刚开始就下载不来件，和客服聊了好久，也倒腾了好久但是还是不。。。。希望下次够有个视频流发送下，或者纸张的。对于白来说，十分有必要！！！客服蚩很好，很有耐心！
7106,才买的还是不错，但是没用多久用办公件就容易卡不怎么烫，还好，就是源线直插上会很烫巧便于携带，很不错
7107,在什么的方面还是不错的，但是吧，就是在带游戏方面是真的差，连红警这种游戏都带不起来！所以要玩游戏的建议不要买！但是在办公方面的话，些简单的办公还是可以的。
7108,很般可以可以漂亮很指纹，碰传激活非常困难，劝各位要买的同学定开前先看花粉俱乐部的教。而且这有上网和蓝牙模块冲突的毛病，不知道后续驱动更否解决
7109,比较，拿着很舒服全是比较的吧，不过连上网后发现有打不开自带浏览的情况，不知道怎么回事。比较好，看着比较舒服很好。漂亮
7110,很，很显示的很好般般物流很好很还不错我的有两个键位装反了。售后远指导给改的，荣耀这么的厂子，还有这种错误，也是醉了。余的都不错，池给力，余的也都很好，孩子用来上网课够用，
7111,还，挺清楚的，看集向往的生活也不是很，但是不知道什么会突然自己跳出去还，开般，看有点慢没有象中的那么，但是还可以很可，之前买点，但是现在这样也还，带出去方便感觉有点慢
7112,开比较充办公或是时间长点底部会高清，好看好看比较，易携带
7113,便型办公，总体不错，配合或荣耀手可以实现手同步互传，极提高办公率。打游戏就别了，显卡和都跟不上的。缺点也有，金属面有静，摸起来麻手。
7114,还般还可以好看，但是品控有点差，拼接的缝有点，还歪了，着急网课用就凑合用了还指纹解锁
7115,感觉看着还，用过段时间后再来追评。还有就是我感觉我这是被人退过的那种，片证。我买的啥有的录，还有买之后啥也不送还吧好看
7116,还不错，用。未出现卡顿情况。送的背包不错，手环闲置。唯的缺点芯池使用时间段，用两个时。开不用待时间有个十时。充很，概两个多时就满了，通用手。可惜手不支持传文件。
7117,用了段时间只说般开容易卡顿打游戏也不般但平时学习办公足够用了般好可以比较差
7118,目前来看，使用起来还是不错的，不玩游戏没型件所以全够用。显示也还不错的，就是摄像头的位置太奇怪了，不是很合。般般的啊，感觉提升空间还很，要多研究下这才。看片看不出来个什么的，但是拿实物之后才发现那个丑啊
7119,用了几天还评价的，总体来说这个价位的它使用起来还可以，的话般不是好，使用两个时就开始发烫了，用时间长了声音也会有，不是，会有点声音，不会有别的影响。携带很方便，我平时只是做看看剧，觉得还可以，整体来说般吧。
7120,主要买来办公，网课，，剪视频。这些都还，不打游戏办公够用了。目前还没有什么问题，就是的件稍多点风扇有点吵。反正这个价位买来，比较清楚自己需要什么，可以取舍什么。用着吧，希望可以战的久点。右上角也不知道是胶还是什么西，怎么弄也擦不掉，也没咨询客服估计咨询了也没有什么好的解决方法。品控还是有不足。目前和多协同没有任何问题。用段再来追评把。满足日常使用般不是很可以优秀价比
7121,还可以，自带的件切换成中文状态打不了字，打出个字母后就卡住不知道什么原因，件在弄的时候偶也会有卡住的情况。还好，我不用高彩要求的件。口在下方，还好，办公用不高所以不。还是挺好的，看起来挺好看。比较尴尬的就是摄像头，隐藏设计，但是用起来就知道了，不是很实用角对着鼻孔，功只对手适用很尴尬。
7122,总体来说，还。。就是，好像，发有点不好。。写论文时候，的还挺。颜值可以。也还，。而且，刚拿回来开时候蓝不知道怎么回事。。。后来，客服帮忙激活了。。。。是个裸，没有鼠标，没有包。
7123,荣耀英寸，金属壳，质感和都杠杠，分辨率高，显示很清晰，携带非常方便，最喜欢的还是碰传和投，非常好用！
7124,对于通人够了，但是我要用的专业画维件，所以对于要求高。系数也和官方给的数据样，跑分万左右。我的是，+。刚拿天，昨天激活了和，试了下发现不满足我维作的域要求，又没法退。可以便宜点出。包括赠送的鼠标和书包。有意着
7125,我觉得般般，了个办公件有点卡这个还可以，分辨率还可以还，风扇也不响这个必须给颗星，是真的没的说，挺好还可以的，真的挺的，高端气上档次，就是有点卡，连不咋地就是玩啥都要下载辅助。
7126,首先，的这个子的价比还是相当高的，别是这次做活动的价格，让人很满意。预装的正版系统和办公件，使用起来也很方面。方面也是很，毕竟配置了的固态盘，优异。最后来说下这个子的不足之，在购买之前也没有细看，买来之后才发现这个子居然没有口，真是不，咨询客服，让买配套的转口线，真是郁闷，最后无奈之下，又从上买了个转接线。在此，提醒准备入手这个子的朋友要注意这个细节。
7127,不卡顿非常好切都满意具体看视频吧这还比不上家里七年前的旧还以要炸了太难过了很好看，别是蓝边边绝了
7128,用了周才来评价，把自己真实的感受分享给家，希望有所帮助，开挺，可以，美，清晰般，不知道是我播放件的问题还是的清晰就不高。还有几点不怎么好的地方，很容易发，开始的几天还好，我用了周多，发问题就比较突出了。还有的时候，声音挺。总体感觉般，有好的方面，也有不好的方面
7129,还可以接受还可以接受，携带还算方便不错，工作几时，不是很问题:，摄像头像素太低，影像不够清晰，位置在键盘上，导致视频时给对方造成高高在上的感觉，池工作时间偏短，论满待时，概工作时左右，不适合在工作，更多待后续评价
7130,买了第天货，首先颜值来说确实不错，只不过感觉比的寸感觉点，早知道买的好了。上第感觉，而且风扇也没有评论说的么不堪。视频清晰调整以后全感觉有些丢帧样。音质好。充很而且没有明显发。从手现在都是品牌，希望以后越来越好。总体比较便，待时间只有不时，这是跟描述提的个时严重不符，也挺的，包装的很好，而且自带正版，用起来很舒服，的挺，也没啥噪音，也还可以碰传支持的手型号有点少，碰触目前没反应。比较遗憾的是买回来只有和充，没有送包和鼠标，这个就非常不方便，还需要另购买鼠标。材质长得很符合我的审美，女孩子嘛就喜欢这样秀气的刚手就激活了，很容易，然后就下载了各种件，打了把，手感可以说是很不错，喜欢打游戏的可以下手啦，价比超高，关键是开超，我爱死了后面使用段时间以后再来追评。
7131,激活不了不知道什么是、
7132,反应有点迟钝
7133,不知道这种是什么情况。。。。
7134,下单前，写着送鼠标，我鼠标呢？
7135,不建议家购买显卡只有，
7136,差差
7137,般然后，，，烫手
7138,般吧有点慢实话说我是后悔了的
7139,看个视频都有卡顿我也是服了
7140,明显偏厚尺寸偏
7141,刚买个星期就降了百？可？
7142,会发。还会闪
7143,昨天晚上刚家今天就这样？
7144,不知道花几千买的这个是不是都样，自己看吧
7145,买贵了差天就差好几百
7146,刚买两天就降价，不开心
7147,不月两次降价也是服了
7148,哎，降价降的比自由落体还
7149,有些卡，我以是手的
7150,开久了总是打不开应用
7151,有坏点。我的强迫症让我死。
7152,般般吧有时点击没反应
7153,刚买的就降了，心里就更难过了
7154,连个鼠标都没送，刚买就降价了
7155,服务不好，说好的包怎么没有了
7156,字体模糊发虚，失败的体验
7157,网有点慢，刚买偶会
7158,般般。这个价格也差不多了
7159,这个角脏了，可不是的，先试试吧
7160,别人都送包鼠标我啥也没送
7161,几天时间掉价百多，不舒服
7162,不太好，好容易发啊
7163,裸啊！就不送些配件。
7164,般般不是别清晰
7165,什么赠品都没有，
7166,怎么不配鼠标呢
7167,就是没有给送鼠标不是很好
7168,服务态有点差
7169,不是很好
7170,办公件不激活，客服没人。
7171,般，有点
7172,刚买回来没用多久，就总是这样
7173,怎么感觉现在炒股件有点花
7174,风扇噪音
7175,买了不十天吧，已经开始蓝了，无奈呀
7176,触摸板边高边低
7177,少发了个源适配
7178,用了几天，用起来比较卡
7179,居然这么就降价了，好气哎
7180,般般没啥出的
7181,反应差，又慢
7182,没有客服无法守候。神奇
7183,预付百就送价值的包，怎么什么都没有。
7184,买了天，有几分钟时间开不了
7185,客服服务超级差，用也很
7186,才买几天就卡了，不太推荐买吧。
7187,这款，感觉般吧。
7188,就是只有裸，什么赠品都没有
7189,慢，刚用了几次就卡
7190,我刚买什么又降价了？这个怎么回事？
7191,不好，风扇声音太
7192,刚买个星期就降元，价格保护期就降价。
7193,般，不是象中那么好，
7194,什么西都不送，跟没有打折样
7195,背面不好看，容易刮花铝壳
7196,经常连不上网络，般
7197,裸，买之后就降价了
7198,发厉害，声音也
7199,对深操作系统适配的不太好，给个中评吧
7200,咋连个鼠标、耳都没有
7201,包装破损内容不知道是否损坏
7202,有坏点看之后心情都不好了
7203,才用不周就出现开蓝现象
7204,买了没多久就降价啦，物流有点慢，不是隔天
7205,反应有点慢啊，的还好
7206,买的子会卡顿，不好
7207,竟然没有手提包包，好失落呀
7208,收货用了几天发现有坏点，已申请退货了
7209,单加的鼠标那项付了钱没有发货过来
7210,风扇声较。玩游戏会卡退
7211,预定赠品与客服沟通次没有下文，耍猴
7212,壳有摩擦有痕迹，分价钱分货，
7213,啊我以有鼠标的，然而木有
7214,差，风扇响，它还好
7215,有点慢
7216,说页面上说预约赢手环，都没有手环送。
7217,用了几天有点卡的风扇声
7218,每次充下边都烫，这个正常么
7219,游戏基不玩，会烫，卡
7220,里没有充？好奇怪啊，是都没有吗？
7221,刚买天就掉价了，还不支持保价，只选择退货
7222,不满意没有鼠标明明给了钱的
7223,挺漂亮，般，关键是刚买就要降价!你怎么啦？
7224,我的错，就相当于元买了个键盘保护膜
7225,不玩游戏都卡
7226,不咋样，太容易发烫了
7227,的，就个，什么都没有。
7228,什么才买个月就出现资源管经常卡死的问题？？？
7229,不好，刚买的就很卡，不畅
7230,经常卡死，黑，开不了啊
7231,续航不好而且有点卡
7232,下载慢，看视字不清晰！
7233,桌面建文件建不了，它还可以
7234,不出星期，看个多时网课，两回
7235,不太好，不太推荐买，有时卡顿
7236,竟然有这么多擦不掉的黑点，怀疑是不是次销售了
7237,般风扇声音容服态差
7238,两星因突然降价元，还没有价保。
7239,差。看会视就发，般。
7240,池不怎么经用啊，倒是很方便携带
7241,还吧，感觉有些方面不是太满意。
7242,卡刚用周就黑且卡我晕
7243,用起来手感比较差，鼠标左右键松动。
7244,十日内就出现问题，而且噪音
7245,会有点卡，件不好下载，有点麻烦
7246,西不错，就是买了没几天就降价了。太坑了
7247,刚收，发现连最基的鼠标和包都没有
7248,连个鼠标键盘都没有，给的那个包也不知道什么时候
7249,感觉还是可以的，但是有点容易发烫
7250,刚多买就降价了，资作法好啊？
7251,说好的送背包呢？都收货好几天了，也没个
7252,般般还还
7253,起买的鼠标是脏的底部有用过的痕迹
7254,挺的般般有点漏
7255,摄像头角差不调整，像素差
7256,不知道什么充会有吱吱吱吱的声音？？连续换货也样！最后退货了！
7257,有点卡不好用键盘有点松
7258,买天就降价了，量也不太撑时间
7259,刚买天多就降价了块钱！！！！还没有鼠标。
7260,配套鼠标，包，甚至连鼠标垫都没有
7261,只有裸加源，连包包，鼠标都没有！差劲啊！
7262,来了就连不上网，搞了半天，重装了驱动才
7263,般，有时边凉边烫，关都难搞
7264,刚买了就降价了两百
7265,充满只用个时
7266,开箱就看个坑。开了就不给退换
7267,售后服务态不好，系统激活不了推脱责任
7268,刚手降？良心了！
7269,要用用才知道呢？没鼠标啥都没有挺不方便的
7270,下载的西不自选择位置，键盘不好用。
7271,般用了周偶断触般般吧
7272,感觉起来，有点慢，打开网页卡卡的
7273,抢购的时候有背包有手环，付款的时候也有，付款就没有了，哎
7274,包装太简陋，而且价格不固定，还不错，流畅，就是包装接受不了。
7275,有断断续续的的呲呲声，影响体验，退货了都
7276,第是坏的，有问题。换货流太长，不如直接退货
7277,挺好的激活后会比较变
7278,不算别好用。而已系统很多办公件用不了。
7279,风扇声有点，耗
7280,还，就是赠品背包不知道怎么回事，没有送，唉
7281,第天开后就不链接了。不太畅。
7282,做事的做事，发声的发声，有分，发分光。
7283,价格周内变化幅，让人不放心的质量。
7284,下载有点卡，比较慢，，
7285,上网有点慢
7286,不咋好，用的时间不长，
7287,第天就卡成这样
7288,比我的
7289,池很菜
7290,唉，没有送鼠标，真的是。。。。。。
7291,有卡顿，般
7292,好吝啬，连鼠标都没有
7293,般吧，这
7294,不好
7295,刚买就降了凉凉
7296,般，偶还卡全经常退不出来服了
7297,般般，
7298,声音有点，池感觉也不好，客服服务态挺好唉
7299,不错，边上缝隙进灰弄不掉？？？还有个头发丝儿是被我硬薅出来的。
7300,触摸板容易失灵，用的时间久点风扇声音会变。
7301,般，容易发烫
7302,怎么说呢系列还是不怎么好
7303,般吧，有时候会卡。
7304,盒子都烂了！
7305,有点卡
7306,差
7307,不是别，充显得有点别简单。
7308,价比勉勉强强，的售后服务越来越不咋地，卡顿现象明显。
7309,没有赠品，只有个和充，客服也是发信息不回
7310,说好的礼包没有
7311,不
7312,很般
7313,慢
7314,感觉中规中矩，无线网卡有时候会突然线
7315,我之前下单之前用了优券便宜现在点，现在申请不了价保，要是知道这样，就今天才下单，之前的优券白用了
7316,不怎么样，也就是冲着支持去的。用起来有点卡
7317,慢
7318,用着有点卡
7319,慢
7320,买贵了，买早了几天，晚两天买款，提升好多，价格也差不多！！
7321,耳孔没用啊
7322,赠品无线鼠标，没有货，唉整体还可以的。挺
7323,用的不周卡了多次，提醒购买的朋友谨慎选择感觉不值这个价
7324,做工不才几天键盘帽个角翘起来了
7325,不好，池续航差，分辨率不好
7326,客服态好不好是不知道，反正也没回过信息。西说价比高我觉得也般般吧不好也不差就那样对画质有要求的慎拍
7327,用了个月不卡了
7328,买之后就降价，买的是同样的商品，试问，我多付的钱，它的价值体现在哪！！！
7329,做表格时有时会卡顿，另配送我的包跟无线鼠标也没有给我。
7330,般般，掉价太，买了不个月内，看连续有两次都降价元，价比不高
7331,用久感觉有点卡，不可以打比较的游戏
