,0
4418,还 算 没有 描述 桌面 标有 闪烁 配件 都 没有 太扣
4419,般般 般般 般般 够买 现在 都 没 激活 成功
4420,还 时间 太短 直用 时 没 还好 有个 时
4421,试用 段时间 感觉 太 无线网 连不上 知道 怎么回事 没有 插 网线 接口 接口
4422,方面 都 还 经常 上网 问 客服 就让 重置 网络 治标 不治 问题 某乎 某瓣 都 发现 有人 问
4423,寄过来 包装盒 破 几个 洞 划痕 合 边有 缝隙 挺 另边 正常
4424,很卡 下载 西 都 下载 明白 物流 产品 真的 满意 用于 考试 都 太 方便
4425,说实话 做工 的确 差 漏光 触控板 转轴 对称 期末 作业 退
4426,缺点 接口 少少少 偶 连不上 沾 灰 键盘 手感 般
4427,开 稍差 意 价位 蛮 知道 件 基 没 下载 温 有点 高 内存 感觉
4428,操作 挺 满意 收货 半时 还 优 感觉 苍蝇
4429,说 实在 比预 差 打开 会缩 字体 模糊 还会 卡顿 现象 真的 游戏
4430,方 还好 内存 镁光 中 硬盘 忆 比较 脸 方 早 都 退货
4431,品控 挺 般的 发 发现 触控板 上方 缝隙 凑近 看 都 看 主板 线路 换货 问题 估计 通病 懒得 再换
4432,急 价比高 买 买来 开 耽误 事 售后 检测 问题 换 耽误 事
4433,次 买回来 坏点 退回去 换 发现 几天 售价 降 还 保价 子 目前 来说 还 这块 亏得 有点 舒服
4434,还 暗系 有种 骗 感觉 官方 下单 延保年 没有
4435,十天 无法 开 进入 提示 找 硬盘 赶紧 网点 检测 报告 要求 换货 退换货 耗 近周 时间 换 子 担心 类似 情况
4436,开 比较 几天 断网 卡死 几次 般
4437,宝贝 不错 不知 何会 经常 死 操作 中段 导致 文件 丢失 有点 白 费劲
4438,刚手 感觉 都 设置 搞了半天 没 搞好 搞
4439,开合 有点 合缝 整体 还 旦序 多点 噪音 就别 没用 多久 几次 突然 黑
4440,插口 少 开键 源 插头 坏 另类 设计 用户 更好 体验
4441,漏光 充时 有个 白点 过会儿 充满 白点 消失 买 这西 看气
4442,知道 开连 上网 意思 系统 是不是 问题 还 非得 手 开个 点 上路 客服 发 信息 十条 八条 自动 回复
4443,卡卡 建个 文档 会儿 命名 打字 那下 不畅
4444,般般 般 开键 歪 转轴 两边 缝隙 不致 开箱 时 封条 划开 拆 般
4445,感觉 颜值 起来 都 还 不错 好像 有点 闪 买 不个 月 降价 元 太难 顶
4446,友达 星 方 西 数 黑盘 总 觉得 不太爽 折腾 还 凑合 移动 办公
4447,挺 唤醒 问题 刚刚 买 不周 没 唤醒 起来 有时候 打开 表格 卡 比象 中 难用
4448,般 较慢 般 风扇 声音 太般 不算 别般
4449,角 好像 有点 磕碰 问 客服 客服 说 送检 急
4450,打开 相 播放 车录 仪上 格 视频 闪 花 黑
4451,打开 封口 胶是 开着 气愤 表面 没 问题 确实 是否 拆卸 组装
4452,左侧 喇叭 杂音 流音 找 客服 没 解决 所以然 正在 申请 换货 后续 结 咋样
4453,声音 有时 比较 续航力 般 做工 般 感觉 还 先 段时间 看看
4454,段时间 真 没有 广告 说 键盘 字颜 醒目 接口 至少 两个
4455,没开充 都 会发 开 需要 选择项 直接 进入 主 页面 有时候 还会 闪 现象 孩子 这是 眼花 次数 确认 闪
4456,辣鸡 周后 黑 强制 关在 开才 天好 几次 驱动 问题 感觉 腻歪
4457,比较 重 有点 慢刚 用会 有点 不好 操作 下载 件 显示 桌面 说 太 满意
4458,刚买 两个 月 开 还 挺 现在 开 很慢 浏览 点 进去 直 闪退 现象 问 客服 没人 回 声音 有点
4459,比较 最 可恨 鼠标 都 没配 包 没有 个个 源线 包装 不好 满意
4460,推荐 没用 几次 闪 看视剧 隐秘 角落 剧情 点 人物 关系 结直 闪 网上 关系 页面 原因 结 闪 闪 十几分钟
4461,总体 还 知道 老是 掉 网买 现在 掉 次 网络 底 我家 问题 问题 懂
4462,看起来 还 不错 很巧 老是 问题 上网 指纹 解锁 烦人
4463,网卡 真的 好辣鸡 经常 连不上 断网 指纹 解锁 有时候 网卡 生产 换个 几十块 钱 好点 很贵 西
4464,买回来 第天 显示 连接 不上 网络 重装 网卡 挺 麻烦 天天 重启 遍 放久点 会断 网
4465,般 声音 显示 看着 很累 没有 合适 亮 显示 要求 最好 入
4466,很差 第次 开 没 几分钟 发 摸 键盘 都 感受 挺卡 点个 西转 半天 耗 买 手 还
4467,价比 说般 第天 连不上 情况 网卡 驱动 卸 重启 解决 问题 知道 还会 这种 情况 预装 家庭版
4468,用爱奇 艺会卡 知道 是不是 闪退 暂时 没 发现 说 金属 壳 摸 起来 真的 舒服
4469,方面 都 经常 连不上 网络 网上 查 都 问题 办公 折腾 直接 退
4470,显示 般 说好 还 看见 格子 风扇 般 挺 比较 移动 办公
4471,目前 发现 问题 显示 纯黑 画面 地方 发现 好多 坏点 显示 颜没 发现 问题 客服 沟通 检测 中心 检测 感觉 坏点 有点 沟通 换货 家有 发现 问题
4472,第次 开好 慢 还要 先装 系统 感觉 英寸 太 手点 看 习惯
4473,真的 差 很差 十分钟 键盘 发烫 尤是 底部 滚烫 滚烫 这算 怎么回事 还 挺
4474,有时 闪 时间 秒 子 有点 害怕 知道 坏 网络 属点 好久 弹出来 做工 控 经常 设置 网络地址 人士 目前 正常
4475,内存 实 开启 护眼 模 界面 颜都 过段时间 变回来 总体 感觉 还 凑合
4476,般 算 比较 般 有点 差颜值 党 走开 有点 厚 没象 中 香
4477,各个方面 都 睡 死 断流 网卡 貌似 代 版 搞不懂 研发 考虑 设置 驱动 无 据说 换 网卡 解决
4478,说实话 真 没象 中 时间 长 还 卡 半个 月 反正 价比般 还 时间 长是 有点
4479,收货 整体 还 触控板 没 做好 缝隙 太 明显 没 安装 找 客服 马上 说 售后 检查 犹豫 直接 退货 算了
4480,般 翻盖 即可 开 呆板 慢 键盘 亮 好几秒 亮 标过 开 挺 第天 卡白
4481,声音 设备 问题 播放 视频 听 音乐 流声 解决不了 池 耐用 连接 网络 延迟 会卡顿 方面 还
4482,额 说 感觉 有点 慢 我买个 刚刚开始 好像 太 还 桌面 好丑 般 还 没 试 充发
4483,阵阵 卡 有时 就会 卡顿 两秒 盘里 复制 兆 耗时 秒 画面 还卡 不动 时不时 卡 真的 觉得 有点 问题 希望 官方 给出 合 解释
4484,般 目前 还 未 太 还 发 不太好 好看 接口 太 少
4485,金属 壳 还 触摸板 左键 点 有点 空响 正常 够 有待 开发 鼠标 蓝牙 有点 坑 占个 口 两个 还 占个 没有 蓝牙 放在 里面 卖 客户
4486,月 号 收 昨天下午 开 无法 网 关 重开 几次 都 上网 家里 正常 原因 晚上 开 蓝 晓得 原因
4487,越用 越气 开黑 分钟 自动 休眠 黑后 打不开 重启 系统 所有 驱动 都 解决不了 至今 没有 给出 解决 方法
4488,慢 般般 好看 号 买 号家 拿来 系统 崩溃 穿越 火线 经常 卡起
4489,老 问题 网卡 确换 没 问题 正常 没法用 老 断线 标正 显示 连接 重连好 用会 掉线 官方 换 网卡 解决
4490,回来 感觉 好慢 还卡 好卡 买 卡 打算 退 两天 发现 不退 太 麻烦 好看 挺 开键 有点 歪
4491,有点 慢字 看不清 办公 做 都 挺 好看 挺 不好 买 黑 卡
4492,有点 问题 经常 连不上 现在 只先 下手 点 没 问题 整体 体验 般 毕竟 价钱 壳 金属 细节
4493,竟然 打开 网页 都 卡 朋友 去年 买 偏黄 确实 就般 寸 感觉 跟寸样 般般 网页 字 模糊不清
4494,还 刚用 网络 老 连接 不上 确定 身 网络 问题 知道 般 没有 宣传 省 几个 时 还
4495,般般 般 风扇 声 有点 好看 全金属 觉得 挺重 天 黑过 次 知道 说
4496,还 不错 挺 清晰 好不好 知道 真的 响 没有 颜了 没 人脸识别 不灵敏
4497,都 还 挺 连接 太 差 连看 视频 都 不畅 都 比不上 我千来 块钱 红手 真 闹心
4498,还算 预 范围 之内 目前 还 知道 用久些 起来 还 期待 供应商 客服 回应 问题 问非 所答 不太 喜欢 刚买 这款 不天 起码 搞 另个 活动 样子 差价 顾客 喜欢
4499,实不太 满意 网 激活 始终 没 激活 折腾 几天 客服 聊 几天 终于 激活 客服 态 还 太 费时间 段时间 经常 上网 折腾 还
4500,开时 硬盘 七时 知道 情况 激活 麻烦 人火 半天 时间 配 充角 插头 那种 不太 方便
4501,非常 网络 好像 很长 段时间 无 网络 网卡 最 驱动 不太 设备 没有 无 网络 问题 缺憾 网络 问题
4502,慢 半天 登录 过俩 天才 登录 尿 来看 剧 毕竟 打游戏 事 朴实 无 中规中矩 没有
4503,奇美 拖影 恼火 意去 库 网查 参数 都 没 全 全 缩水 方 没有 问题 买好 点 买 不愧 美帝 良心 往死里 缩水 地方 还 不错 星 门下 拍 有个 拖影
4504,还 没 看 下物 触摸板 非常 平整 左边 凹陷 挺 倒 还好 几天 看看 有没有 问题 再来 追评
4505,好看 风扇 噪音 有点 明明 没有 件 风扇 转 截止 现在 还 激活 件 目前 客服 反馈 后续 通知
4506,差 还 不错 比较 喜欢 事 比较 直让 还 耗 比较 来说 不算 满意
4507,彩好 坏点 没什么 开差评 开 激活 两次 蓝 还原 解决 差评 系统 稳定 开 坏点
4508,总体 来说 有点 贵 买 款 估计 过段时间 还会 降价 几天 无线网 有时候 连不上 先 手点 无线网 次 有时候 突然 刮风 脸 懵 逼 没 办法 最后 充 莫名 羡慕 便携 巧充
4509,都 还 网 突然 断开 链接 网络 稳定 路由 网络 无关 问题 经常 需要 网 办公 谨慎 考虑
4510,没有 有点 失望 没 几天 蓝 打开 都 卡 人心 累 声音 沾油 感觉 没有 象中 还
4511,家 谨慎 购买 确实 问题 经常 开 明明 有网 客服 不用 说 解决 方法 评论 哪几种 方法 都 试 工 找 问题 几天 还会 最终 都 网络 充值 重网
4512,段时间 有时候 都 有点 卡 整体 用来 码字 浏览 网页 真的 没有 说 黄 接受 还 没有 玩过 游戏 数据 比较 件 导入 卡 有时候 件 崩 知道 是不是 文件 问题 真的
4513,般 还 不太好 般 起来 有点 卡 不好 系 客服 没有 人工 商店 无法 下载 没有 象中 发货 别慢 解
4514,还 没有 多久 发现 键盘 瑕疵 退货 好看 经验 不敢相信 游戏 块砖 服务 服务 贼 棒 省心 发现 键盘 空格 翘曲 立马 拍照 售后服务 当天 退货 成功 值得 表扬 不用 担心 我会 买 模样 直 没有 瑕疵 止
4515,做工 知道 是不是 流水线 工人 问题 开 关键 歪歪扭扭 触摸板 挺 还 好糊 般 反正 感觉 坑 激活 没 办法 退
4516,友达 偏黄 难受 最强 毋庸置疑 做工 触摸板 上部 间隙 面 间隙 差 有点 多般 真的 太 简陋 缓冲 都 没有 年 真香 预定 希望 做工 改善 加油 ＾ ０ ＾
4517,尺寸 比较 便携 主和充 鼠标 包都 购买 令人 失望 期间 购买 价格比 发布 还要 贵些 问 客服 答案 然不 指望 双十 便宜 点
4518,还 不错 键盘 手感 意 拿来 玩玩 游戏 问题 池 用天 硬盘 抽奖 真的 差 至少 最近 忙 没工夫 折腾
4519,贴 歪 左边 边框 明显 右边 贴着 塑料 做工 硬件 无敌 退
4520,拿手 天 接口 坏 知道 说 第次 买 最后 次 挺 难受 真不错 还 非常 滑 买 朋友 围围
4521,还 有点 漏光 整体 还 平时 很棒 金属 壳子 不样 第次 收 封条 拆开 里面 划痕 痕迹 首发 这种 情况 实在 无语 换货 还要 西 寄 回去 换 耽误 时间 直挺 信任 这种 情况 很烦
4522,自然 断开 有时 重连 都 连得 音乐 视频 播放 过中 声音 卡顿 重装 声卡 成功 重置 没得 改善 目前 还 找 原因 体验 不好
4523,键盘 回弹 差 没用 几次 按键 回弹 网 老是 断网 几次 感觉 有点 卡 感觉 耐用 质量
4524,还好 现在 直 断网 正用 没网 显示 网连 好好 都 灰 登 我手 现在 发 肯定 没 问题 知道 回事
4525,还 中规中矩 包装盒 拿来 拆过 亮点 申请 换货 天换 包装盒 密封 贴 拆开 过得 有点 不爽 没有 亮点 感觉 系统 问题 安装 卸载 强力 卸载 蓝 次 指纹 感觉 没 问题 后边 看
4526,不玩型 游戏 昨天 试 打开文档 旧 慢 知道 原因 算是 比较 高清 暂时 没有 测试 玩游戏 暂时 没有 长时间 工作 全金属 壳 平时 触摸 手印 接受
4527,还 还 差 玩 感觉 炸 还 还 风扇 玩 声音 感觉 起飞
4528,方便 携带 总体 满意 手 第天 几次 浏览 闪退 情况 昨天 看 网课 还 进条 卡死 拉不动 暂停 情况 接口 买 蓝牙 鼠标 买 拓展 坞 额 支出
4529,都 满意 风扇 声音 实在 受不了 还 刺耳 接口 少 两个 口 鼠标 插 剩个
4530,网卡 真的 非常 不好 刚买 几天 天天 断网 都 连不上 客服 没有 力 解决 说 心有余而力不足 问题 问题 子 不错 问题 非常 影响
4531,买回来 第天 没关 盖 盖子 睡 两个 钟 午觉 醒来 发现 黑 异常 发 点 键盘 没 休眠 最后 长 按源键关 莫名 妙 死 希望 官方 说法
4532,段时间 确实 评价 说 几个 通病 合盖 没 对齐 接口 插西会 偶 掉线 接口 插个 扩展 坞 再接 鼠标 西才 掉线 西般
4533,知道 问题 买回来 十天 蓝次 黑次 需要 强制 关才 重启动 莫名 妙 识别 指纹识别 老 问题 都 需要 重启动 凑合 还
4534,插上 盘 读取 没点 气死我了 相当于 放弃 盘 希望 官方 点 修复 掉 问题 除此 倒 还 没 发现 问题 我觉 问题 看 情况 有点 卡 拿手 时好 差 阵子 更好 点
4535,总体 都 还好 重 稍厚 触控板 异响 松松垮垮 敲击 顿时 廉价 感分 去年 买 方面 都 这次 申请 换货 希望 下别 问题 选择 相信
4536,还 还 挺 简洁 毛病 贼 蓝牙 连不上 插拔 耳 没 声音 激活 说 生平 第次 网上 买智 产品 买 玩意儿 真绝
4537,刚用 目前 子 没 问题 但货 时间 搞 心态 整整 天 期间 问 废话 调货 调 说 第次 体验 比较 尴尬 子 不带 源线 鼠标 配件 建议 买 看清楚
4538,挺强 框框 看着 激动 还 出带 挺 方便 第次 写 锁定键 灯不亮 申请 售后 换货 换来 都 挺 坏点 概 看出 换来换去 太 麻烦
4539,做工 整体 还 按键 有点 漏光 这种 感觉 有点 开键 歪 触控 感觉 有点 不好 没 好久 没用过 寸 感觉 边框 窄 显得 有点 有待 测试
4540,刚买 非常 不错 不错 非常 糟糕 第次 开箱 充 还 设置 烫 充 原因 充满 拔 刷视 烫 充满 刷剧 概看 时 持续 问题 知道 送过来 问题 所有 都
4541,般般 抢货 没网 随便 看 基上 摄像头 里面 异物 影响 打算 售后 网点 弄 实在 懒得 退换 说 有没有 懂 讲 问题 感谢 提 感觉 子
4542,都 网络 有点 糟心 问 客服 几次 都 没 根上 解决问题 有时候 连上 几分钟 有时候 管天 还 网络 问题 手和网 都 没断 网上 查 求 解决办法
4543,开会 卡 进 桌面 点击 任务栏 直 没 鼠标 转圈圈 系统 还原 恢复 出厂 设置 再用 段时间 看看 还会
4544,续航 真的 迷 办公 时 拿手 充满 第天 没 还好 没有 合 盖子 还直 寻找 识别 人脸 般
4545,满心欢喜 英寸 真的 手感 不错 有个 问题 同个 距离 无线 较远 位置 连网 有点 遗憾
4546,这款 比较 巧便 没有 预期 般 触控 右键 有时 不灵敏 键盘 手感 也般 最 失望 温 几个 序 温下子 飙升 较差
4547,般般 般般 还用 没 几天 连上 直 提示 无法访问 互网 确定 上网 网上 查 遍 现象 买 型号 碰 问题 试 网上 几种 方法 都 没 解决 真是 坑 买 方便使用 添堵 断 退货
4548,非同 可差 左边 都 节模够 来说 身 尺寸 太 鼠标 双击 打开 个件 秒 对得起 核线 配置 最好 毛病 买贵
4549,还 测试 般 不是太好 般 熟悉 买 两个 月 次 现在 都 玩手 感觉 买 有点 冲动
4550,比较 锐龙后 选择 这款 确实 不怎么样 缝隙 不样 接受 看 优 都 没 启动 风扇 还 老 不停 有点 难以忍受
4551,手天 基无卡顿 般 身和充 都 发 充尤 耗好 啊啊啊 第次 充满 虚耗 结充 次第 次 身 有点 瑕疵 部分 没 对齐 激活 发现 倒 介意 耗 真的 极
4552,较慢 比同款 价位 差远了 朋友 买 活动 期间 年 开 移动 都 放在 床上 看会 床单 都 煮 鸡蛋 最 每天 烦恼 天 两头 网络 问题 底下 放片 买来 第天 这种 问题 买 半个 月 次 问题 后悔 买 比较满意 充 物流
4553,高清 降温 迅 盖板 合上 对齐 空格键 高 两边 低 充 滋滋 响 触摸板 周有 空隙 品控 问题 换货 从个 坑 跳 另个 坑 比较 品控 非常 差 片合 对齐
4554,现在 半个 月 感觉 还 不错 昨晚 直卡 第天 瞬间 没有 好感 现在 客服 解决 经常出现 死 情况 段时间 没 问题 追个 好评 毕竟 死 问题 还 蛮 喜欢
4555,没有 象中 开以 网页 打开 和序 响应 般 网络连接 经常 问题 莫名 妙 经常 掉线 家里 没 问题 键盘 按键 太低 打字 费劲 推荐
4556,网 问题 打开 两个 网页 开始菜单 任务栏 点击 没 情况 强制 关 两天 体验 希望 后续 问题
4557,实打实 说 感受 还好 看着 舒服 发 感觉 看 视频 杂音 登录 件 莫名 妙 卡顿 游戏 十 几十 件
4558,配置 挺香 品控 滴 确实 真的 侧面 无缝 缝隙 空格键 刚买 敲 不百下 掉 有点 弹 起来 感觉 只好 改用 右手 敲 空格 发 貌似 影响 网络 下载 经常 跌 低 恢复原 知道 有没有 问题 配置 香 懒得 换 上课 用下 平时 都 细节 用过 月 回来 追评
4559,没有 象 之中 流畅 会有 卡顿 情况 没 优化 游戏 比较 流畅 调教 满意 准得 调下 还 没有 感觉 烫 风扇 声音 有点 挺 好看
4560,还好 风扇 经常 启动 感觉 力 太强 还好 整体 挺 太 不厚 刚回来 都 好好 包 退换 时期 摄像头 坏 询问 久 客服 态挺 最后 实体 售后服务 站 维修 充出 问题 螺丝 换 不样 颜 硬件 方面 纰漏 维修 废 时间 精力 希望 够 购买者 有所 希望 时间 久 够 不卡顿 类
4561,友达 感觉 般般 有点 模糊 几次 充 没 件 响 厉害 问 售后 安装 驱动 平时 声音 没有 难看 寸 有点 女生 来说 还 男生 池 续航力 挺 音 比较 立体感 比较 强
4562,做工 有点 粗糙 合 两边 都 不齐 面是 歪 还 会卡顿 知道 是不是 网络 问题 间隔 段时间 右半 蓝闪 看着 舒服 般 突然 风扇 响 看会 视频 键盘 现在 锁 开 面部 识别 无法 触发 没有 最 灵敏 人工 服务 不错
4563,很巧 比较 方便 携带 缺点 要说 缺点 看 评价 都 没有 看 缺点 考虑 买 接 连接 即断 网 盘 插入 会断 网 更何况 这款 身 两个 插孔 连个 置 连接 网络 直 连接 不上 问 客服 都 械 回答 只会 说 非常 抱歉 没有 解决问题 办法 买 这种 问题 真的 很烦
4564,代锐 龙 六核线 承担 量 专业 要求 彩 还 坏点 打算 换 太 麻烦 风扇 双管 不算 豪 够用 不错 简约 方 缺点 品控 差 点 触摸板 左键 缝隙 坏点 真的 难受 瑕不掩瑜
4565,送 经常出现 问题 老是 断网 需要 不停 地重 连接 感觉 是不是 路由 太远 视 旁边 好些 吐槽 我家 年老 房间 都 还要 抱 客厅 哭 辽
4566,没 说 配置 家 都 懂 第眼 真的 惊艳 看着 舒服 字 清楚 时间 太短 不错 冲着 尺寸 便携 买 貌似 没有 最后 连续 换 两 都 问题 然是 品控 不过关 第是 坏 第有 坏点 看好 型号 员 都 建议 看看 型号 糟糕 购物 体验
4567,给星 有点 冤枉 难受 所有 评价 都 星 稍 冷静 感觉 商品 受 物流 牵连 物流 好些 商品 星 比较 携带方便 日常 办公 盘 内存 太 估计 段时间 满盘 最少 分才 够用 懂 不乱 评论 携带 方便 够 毕竟 看 配置 买 不爽 难受 次 满意 购物 体验
4568,般 打开 网页 键盘 发 风扇 就响 不好 开键 不灵敏 有时候 几次 明白 好评 都 是从
4569,板载 内存 太 差 接源 野兽 模下 还 内存 另款 差 远 退货 退货 两
4570,感觉 还 天 秒杀 过来 几天 觉得 秒杀 寂寞 刚买 降价 忽悠 保价 看 视频 真的 模糊 攻城 狮 暂时 解决不了 开 几个 件 键盘 功键 上点 有点 发 有气 声音 变 关了 变 看 视频 突然 噪音 分 倍率 这块 没 办法 改进 暂时 还 没有 发现 感觉 后续 再评 买个 寂寞 价格 加点 买 太年
4571,般 还 感觉 网 拉 胯 掉 网 烦死 没 操作 手 没 问题 明明 样 网 毕竟 价格 要求 太高 背光 键盘 关掉 有点 慢 开键 依旧 指纹 比较 方便 偶 抽风
4572,第天 安装 发 激活 需要 卸载 杀毒 件 第天 打开 件 商城 卡顿 两下 第天 双击 浏览 动 双击 还 不动 客服 点击 底下 任务栏 都 没 强制 重启 回 懂 样子 有事 时 这次 事故 都 别别 挺 流畅 疙瘩 打算 退 换
4573,买 翻车 上方 缝隙 品控 实在 转买 可惜 没有 版 买 方面 都 还好 问题 声音 放有 流声 听 舒服 拿来 办公 平时 放 声音
4574,收货 烤 分钟 挺 稳定 奇美 说 看 没有 漏光 坏点 噪音 真的 风扇 太 看看 视频 稍 发颜值 不错 但面 边缘 有割 手感 来说 算 厚重 奇美 亿 固态 感觉 差 好多 失望 月 号 付 款 六号 货 购物 体验 不算 太好 没有 太 惊喜 颜值 挺 高
4575,满满的 套路 般 买 还 煞有介事 整 定金 天后 断降 好几百 洋 般 般 还 般 适中 比象 中 差点 好像 没 西 网课 时间 超 分钟 眼睛 不太 舒服
4576,还 流畅 彩好 有点 曝 亮般 风扇 商务 便携 男生 感觉 还 键盘 布局 有点 紧凑 打字 手感 个人感觉 键 太短 手感 不好 月 号手 月 号 删除 键 有点 失灵 还 不灵敏 吐血 无 语 不爽 差评
4577,觉 有点 卡 都还没 下载 件 转圈圈 我觉 测评 件 测评 键盘 温较 高 温达 十多 觉得 温 有点 高 声音 比较 看 视频 声音 点 都 清楚 听 影响 感受 看 盖 右边 缝隙 比较 知道 总体 来说 没有 达 预期 有点 失望
4578,买来 星期 比较 好用 叭 说 毛病 堆 问 客服 没有 比较 解决 方法 挺 失望 害 现在 网 网 没 找 办法 解决
4579,壳 好像 几个 黑黑的 指纹 印 还用 挺 流畅 模下 看影 挺 模糊 高清 还 不太 听歌 断断续续 耗贼 显示 用个 时 感觉 时用 时 降 样子
4580,物流 当天 源键 磨 问题 歪 相信 自带 壁纸 显示 般 有点 糊 最 重要 预售 月 平送 包膜 鼠标 还 便宜 都 没有 再也 信 预售 竖 中指
4581,开 登录 时 有点 慢 比较 清晰 摄像头 模糊 发烫 设计 美 深空 灰 没有 银 好看 比较 有时候 黑 得关 重启 作 代表 锐龙版 搭载 首批 锐龙 移动 拥有 核线 这款 优势 相比 上代 产品 综合 提升 核力 明显增强
4582,觉得 好评 都 刷 事实 求是 说 漏光 换 个子 次 比次 差 每个 消费者 花钱 都 冲着 西去 池 耐用 发烫 因要 没有 退 换来换去 都样 客服 态 真的 不错 挺 漏光 用存 不爽 般 发还
4583,般 有点 品控 问题 打开 脚垫 桌子 平整 右侧 脚垫 好像 短 截有 晃动 源键 右侧 左侧 缝隙 不样 整体 来说 还好 退 挺 麻烦 价格 挺值
4584,说实话 有时候 卡 打开 压缩 片卡成 狗 差点 卡死 刚买 不天 不太懂 感觉 还 比较 重 全金属 好看 好看 接口 太 少 插 转网 口 插个 鼠标 键盘 没 地方 插 不太好 说 有时候 刚开 风扇 呼呼 响 声音 挺
4585,整体感 较出 没有 坏点 开关 开启 多个 文件 会略 显卡 顿 日常 非型 办公 基 够用 显卡 垃圾 商务 风 显著 整体 比较 耐看 显眼 比较 缺点 仅个 接口 两个 接口 接口 耳 接口 整体 接口 数量 太 少 日常 办公 投影 限制
4586,网上 风评 导致 这款 预期 过高 拿手 网络 问题 无线网 校园网 非常 方便 点 好几遍 都 点 进去 知道 管家 进 要点 好几遍 进去 次 过中 连多开 几个 文档 都 卡顿 情况 最后 关 问题 点 遍关 真实 评价 绝不 说 假话
4587,非常 声音 不手 挺 喜欢 非常 方便 携带 价格 合适 非常 显示 非常 好好 说 缺点 摄像头 真是 两个 时后 摄像头 不用 搜 有人 这种 情况 据说 静 无 语 这品 控 简直 差劲 送来 包装 破损 肯定 拆过 原着 嫌 费事 起来 还 知道 摄像头 不用 退 退
4588,体积 重量 都 没 说 两个 设计 我全 不解 源 接口 这段 线缆 搞 成 分离 方便 替换 看着 线 细 担心 两年 坏 重买源 分离 买 根线 临时 通线 没有 网口 现在 基都 没有 以防 万
4589,配置 高 价格 实 价比 来说 很值 做工 确实 不如人意 基分 都 达 说 配置 堆料 身 做工 比较 差 分钱 分货 键盘 背光 不如人意 毕竟 配置 价钱 总比 没有 强 遇子 伤痕 问题 找 客服 不鸟 真的 稀烂 客服 靠得住
4590,很雾面 有点 感觉 怪怪 不太 适应 不太 知道 硬件 设计 问题 系统 没 调教 看 视频 会直 转 风扇 声音 有点 响 温不高 相同 温下 浏览 网页 操作 件 补充 种模 都 键盘 左边 区域 直是 暖手 区域 难受 金属 质感 不算 般 触摸板 上方 区域 条 缝隙 做工 没 做好 估计 会进 灰尘
4591,手是 手 开有 时 质感 还 做工 略差 开键 不正 触控板 松动 地道 硬件 参差不齐 硬盘 内存条 竟然 镁光 星 奖 慨是 退货 原因 妹妹 上学 急用 试用 没 买家 说 问题 补偿 元 优券 留下 现在 还 涨价 真 值得 买 这款 网上 片 毛病 硬件 参差不齐 拼 人品 优点 时间 确实 长 首发 买 很香 纯白 看着 油腻 感觉 颜 细腻 确实 价位 里 数数 偶 有卡顿 确实 强悍 节模 时 无 压力
4592,刚买 没 问题 颜和 画质 都 刺眼 够 比较 不错 比较 遗憾 银 但锐 龙版 灰 银灰 铁灰 比象 沉 看起来 够 价钱 算 买来 没 两天 都 没干 设置 系统故障 系统 页面 无限 循环 重启 没用 问 客服 自动 答复 问工 说不出 就让 重装系统 正版 还 花钱 重装 还 买 远 重装 服务 块钱 两天 坏 花钱 件 没 修下 还要 钱 搁 懒得 修 换货 售后服务 还 真不错 第天 准时 上门 取件 冲着 服务质量 差评 希望 提高 商品质量 禁用 还 用得着 来回 折腾
4593,不错 般 风扇 偶 声音 比较 还 边缘 缝隙 很用 天 暂时 没 发现 问题 硬盘 星 左侧 边缘 塑料 有个 地方 歪 右边 问 客服 客服 说 店面 检测 真是 醉 网 自动 激活 注意 没 办法 缺陷 影响 先用 看吧
4594,收 这款 发现 包装 真的 不太 满意 纸箱装 箱子 箱子 里 厂家 装 厂家 包装 正规 还 比较 源键 右侧 面 突出 没有 触感 方便 键盘 全 键盘 操作 退换 另个 全 键盘
4595,流畅 彩 不错 看久 眼睛 难受 伤眼 般 都 挺 质感 还 算 满意 般 适合 办公 出差 感觉 有时 波动 这款 价比 同等 价位 算高 但分 价钱 分货 没有 错卖 激活 重启 开 中途 重启 有次 开 风扇 高转 直发 烫 不停 强制 开关 很长 段时间 更后 关掉 自动 类 情况 好评 上午 下单 晚上 货 不太要 这款 售后 退货 退 激活 不好 退货 有点 接受
4596,第天 死 高 型件 草 很卡 建议 商务 办公 型件 买 日常 办公 不型件 还 考虑 接口 买时 慎重考虑 型件 有点 卡 巧 方便
4597,还 安装 件 有点儿 卡顿 肉眼 部分 件 显示 没有 清楚 件 事儿 跑 会儿 温 但直 没 听 风扇 声音 单手 开盖 不太稳 可身 太 吐槽 点儿 个盘 插口 意味着 键盘 鼠标 基 需要 选择 无线 买 这款 没有 插口 这点儿 觉着 不太 很别 占 舒服 缺点 分钱 分货 有力 买个 英 买 裸个 没 送
4598,配置 按道 说 比较 初次 来看 开个序 都 慢 知道 体验 感 不好 中规中矩 没有 问题 中规中矩 没有 问题 还 比较 好看 老公 喜欢 款 比较 初次 体验 感 真的 不好 打开 序慢 鼠标 直 跟着 圆圈 直 转 问 客服 说 弄 半天 这种 难道 卖 设置 体验 感 真的 降 极点 需要 激活 没有 激活 方法 需要 找 客服 建议 卖 说明 需要 激活 出个 激活 手册 目前 天 发现 问题 希望 问题
